time,q1,q2,q1_dot,q2_dot
9.1000,0.33754998,0.00160644,-0.28047229,-0.21208891
9.1100,0.33473031,-0.00050561,-0.28345812,-0.21031726
9.1200,0.33188090,-0.00259984,-0.28641878,-0.20852692
9.1300,0.32900202,-0.00467608,-0.28935400,-0.20671806
9.1400,0.32609391,-0.00673414,-0.29226351,-0.20489085
9.1500,0.32315683,-0.00877384,-0.29514706,-0.20304543
9.1600,0.32019105,-0.01079499,-0.29800440,-0.20118197
9.1700,0.31719683,-0.01279742,-0.30083526,-0.19930065
9.1800,0.31417444,-0.01478094,-0.30363941,-0.19740162
9.1900,0.31112414,-0.01674539,-0.30641658,-0.19548506
9.2000,0.30804620,-0.01869059,-0.30916654,-0.19355113
9.2100,0.30494090,-0.02061636,-0.31188903,-0.19160002
9.2200,0.30180851,-0.02252253,-0.31458382,-0.18963188
9.2300,0.29864931,-0.02440894,-0.31725066,-0.18764690
9.2400,0.29546359,-0.02627541,-0.31988933,-0.18564525
9.2500,0.29225162,-0.02812179,-0.32249958,-0.18362711
9.2600,0.28901369,-0.02994790,-0.32508119,-0.18159266
9.2700,0.28575009,-0.03175359,-0.32763392,-0.17954208
9.2800,0.28246111,-0.03353869,-0.33015755,-0.17747555
9.2900,0.27914704,-0.03530305,-0.33265185,-0.17539326
9.3000,0.27580817,-0.03704650,-0.33511660,-0.17329539
9.3100,0.27244481,-0.03876890,-0.33755159,-0.17118212
9.3200,0.26905724,-0.04047010,-0.33995659,-0.16905365
9.3300,0.26564578,-0.04214993,-0.34233139,-0.16691016
9.3400,0.26221072,-0.04380825,-0.34467579,-0.16475185
9.3500,0.25875236,-0.04544492,-0.34698957,-0.16257890
9.3600,0.25527103,-0.04705978,-0.34927253,-0.16039152
9.3700,0.25176702,-0.04865270,-0.35152447,-0.15818988
9.3800,0.24824064,-0.05022353,-0.35374518,-0.15597420
9.3900,0.24469222,-0.05177214,-0.35593447,-0.15374465
9.4000,0.24112206,-0.05329838,-0.35809215,-0.15150146
9.4100,0.23753048,-0.05480212,-0.36021801,-0.14924480
9.4200,0.23391780,-0.05628323,-0.36231188,-0.14697489
9.4300,0.23028435,-0.05774157,-0.36437357,-0.14469192
9.4400,0.22663044,-0.05917703,-0.36640289,-0.14239611
9.4500,0.22295640,-0.06058945,-0.36839966,-0.14008764
9.4600,0.21926256,-0.06197874,-0.37036371,-0.13776673
9.4700,0.21554924,-0.06334475,-0.37229487,-0.13543358
9.4800,0.21181677,-0.06468737,-0.37419295,-0.13308840
9.4900,0.20806549,-0.06600648,-0.37605780,-0.13073140
9.5000,0.20429572,-0.06730196,-0.37788924,-0.12836279
9.5100,0.20050782,-0.06857369,-0.37968712,-0.12598278
9.5200,0.19670209,-0.06982158,-0.38145127,-0.12359157
9.5300,0.19287890,-0.07104549,-0.38318153,-0.12118939
9.5400,0.18903858,-0.07224533,-0.38487776,-0.11877644
9.5500,0.18518146,-0.07342098,-0.38653981,-0.11635294
9.5600,0.18130790,-0.07457235,-0.38816752,-0.11391911
9.5700,0.17741823,-0.07569933,-0.38976075,-0.11147516
9.5800,0.17351280,-0.07680182,-0.39131936,-0.10902131
9.5900,0.16959195,-0.07787973,-0.39284321,-0.10655777
9.6000,0.16565605,-0.07893295,-0.39433216,-0.10408477
9.6100,0.16170543,-0.07996139,-0.39578609,-0.10160252
9.6200,0.15774044,-0.08096497,-0.39720486,-0.09911124
9.6300,0.15376145,-0.08194359,-0.39858835,-0.09661117
9.6400,0.14976880,-0.08289716,-0.39993644,-0.09410251
9.6500,0.14576284,-0.08382561,-0.40124900,-0.09158549
9.6600,0.14174393,-0.08472884,-0.40252592,-0.08906034
9.6700,0.13771244,-0.08560679,-0.40376708,-0.08652728
9.6800,0.13366871,-0.08645936,-0.40497238,-0.08398653
9.6900,0.12961311,-0.08728649,-0.40614171,-0.08143832
9.7000,0.12554600,-0.08808811,-0.40727496,-0.07888288
9.7100,0.12146773,-0.08886413,-0.40837204,-0.07632043
9.7200,0.11737868,-0.08961449,-0.40943284,-0.07375120
9.7300,0.11327920,-0.09033913,-0.41045728,-0.07117542
9.7400,0.10916965,-0.09103798,-0.41144525,-0.06859332
9.7500,0.10505041,-0.09171098,-0.41239668,-0.06600512
9.7600,0.10092184,-0.09235806,-0.41331147,-0.06341106
9.7700,0.09678431,-0.09297918,-0.41418956,-0.06081137
9.7800,0.09263817,-0.09357427,-0.41503085,-0.05820628
9.7900,0.08848381,-0.09414329,-0.41583528,-0.05559602
9.8000,0.08432159,-0.09468618,-0.41660277,-0.05298082
9.8100,0.08015188,-0.09520289,-0.41733325,-0.05036091
9.8200,0.07597505,-0.09569338,-0.41802667,-0.04773653
9.8300,0.07179147,-0.09615760,-0.41868295,-0.04510791
9.8400,0.06760152,-0.09659552,-0.41930204,-0.04247528
9.8500,0.06340555,-0.09700710,-0.41988389,-0.03983888
9.8600,0.05920396,-0.09739229,-0.42042844,-0.03719895
9.8700,0.05499711,-0.09775107,-0.42093565,-0.03455570
9.8800,0.05078537,-0.09808339,-0.42140547,-0.03190939
9.8900,0.04656913,-0.09838924,-0.42183786,-0.02926024
9.9000,0.04234874,-0.09866859,-0.42223277,-0.02660850
9.9100,0.03812459,-0.09892141,-0.42259018,-0.02395439
9.9200,0.03389706,-0.09914767,-0.42291006,-0.02129815
9.9300,0.02966652,-0.09934736,-0.42319236,-0.01864002
9.9400,0.02543334,-0.09952047,-0.42343708,-0.01598024
9.9500,0.02119790,-0.09966696,-0.42364419,-0.01331904
9.9600,0.01696058,-0.09978684,-0.42381366,-0.01065665
9.9700,0.01272176,-0.09988009,-0.42394549,-0.00799331
9.9800,0.00848180,-0.09994671,-0.42403967,-0.00532927
9.9900,0.00424109,-0.09998668,-0.42409617,-0.00266475
10.0000,0.00000000,-0.10000000,-0.42411501,-0.00000000
10.0100,-0.00424109,-0.09998668,-0.42409617,0.00266475
10.0200,-0.00848180,-0.09994671,-0.42403967,0.00532927
10.0300,-0.01272176,-0.09988009,-0.42394549,0.00799331
10.0400,-0.01696058,-0.09978684,-0.42381366,0.01065665
10.0500,-0.02119790,-0.09966696,-0.42364419,0.01331904
10.0600,-0.02543334,-0.09952047,-0.42343708,0.01598024
10.0700,-0.02966652,-0.09934736,-0.42319236,0.01864002
10.0800,-0.03389706,-0.09914767,-0.42291006,0.02129815
10.0900,-0.03812459,-0.09892141,-0.42259018,0.02395439
10.1000,-0.04234874,-0.09866859,-0.42223277,0.02660850
10.1100,-0.04656913,-0.09838924,-0.42183786,0.02926024
10.1200,-0.05078537,-0.09808339,-0.42140547,0.03190939
10.1300,-0.05499711,-0.09775107,-0.42093565,0.03455570
10.1400,-0.05920396,-0.09739229,-0.42042844,0.03719895
10.1500,-0.06340555,-0.09700710,-0.41988389,0.03983888
10.1600,-0.06760152,-0.09659552,-0.41930204,0.04247528
10.1700,-0.07179147,-0.09615760,-0.41868295,0.04510791
10.1800,-0.07597505,-0.09569338,-0.41802667,0.04773653
10.1900,-0.08015188,-0.09520289,-0.41733325,0.05036091
10.2000,-0.08432159,-0.09468618,-0.41660277,0.05298082
10.2100,-0.08848381,-0.09414329,-0.41583528,0.05559602
10.2200,-0.09263817,-0.09357427,-0.41503085,0.05820628
10.2300,-0.09678431,-0.09297918,-0.41418956,0.06081137
10.2400,-0.10092184,-0.09235806,-0.41331147,0.06341106
10.2500,-0.10505041,-0.09171098,-0.41239668,0.06600512
10.2600,-0.10916965,-0.09103798,-0.41144525,0.06859332
10.2700,-0.11327920,-0.09033913,-0.41045728,0.07117542
10.2800,-0.11737868,-0.08961449,-0.40943284,0.07375120
10.2900,-0.12146773,-0.08886413,-0.40837204,0.07632043
10.3000,-0.12554600,-0.08808811,-0.40727496,0.07888288
10.3100,-0.12961311,-0.08728649,-0.40614171,0.08143832
10.3200,-0.13366871,-0.08645936,-0.40497238,0.08398653
10.3300,-0.13771244,-0.08560679,-0.40376708,0.08652728
10.3400,-0.14174393,-0.08472884,-0.40252592,0.08906034
10.3500,-0.14576284,-0.08382561,-0.40124900,0.09158549
10.3600,-0.14976880,-0.08289716,-0.39993644,0.09410251
10.3700,-0.15376145,-0.08194359,-0.39858835,0.09661117
10.3800,-0.15774044,-0.08096497,-0.39720486,0.09911124
10.3900,-0.16170543,-0.07996139,-0.39578609,0.10160252
10.4000,-0.16565605,-0.07893295,-0.39433216,0.10408477
10.4100,-0.16959195,-0.07787973,-0.39284321,0.10655777
10.4200,-0.17351280,-0.07680182,-0.39131936,0.10902131
10.4300,-0.17741823,-0.07569933,-0.38976075,0.11147516
10.4400,-0.18130790,-0.07457235,-0.38816752,0.11391911
10.4500,-0.18518146,-0.07342098,-0.38653981,0.11635294
10.4600,-0.18903858,-0.07224533,-0.38487776,0.11877644
10.4700,-0.19287890,-0.07104549,-0.38318153,0.12118939
10.4800,-0.19670209,-0.06982158,-0.38145127,0.12359157
10.4900,-0.20050782,-0.06857369,-0.37968712,0.12598278
10.5000,-0.20429572,-0.06730196,-0.37788924,0.12836279
10.5100,-0.20806549,-0.06600648,-0.37605780,0.13073140
10.5200,-0.21181677,-0.06468737,-0.37419295,0.13308840
10.5300,-0.21554924,-0.06334475,-0.37229487,0.13543358
10.5400,-0.21926256,-0.06197874,-0.37036371,0.13776673
10.5500,-0.22295640,-0.06058945,-0.36839966,0.14008764
10.5600,-0.22663044,-0.05917703,-0.36640289,0.14239611
10.5700,-0.23028435,-0.05774157,-0.36437357,0.14469192
10.5800,-0.23391780,-0.05628323,-0.36231188,0.14697489
10.5900,-0.23753048,-0.05480212,-0.36021801,0.14924480
10.6000,-0.24112206,-0.05329838,-0.35809215,0.15150146
10.6100,-0.24469222,-0.05177214,-0.35593447,0.15374465
10.6200,-0.24824064,-0.05022353,-0.35374518,0.15597420
10.6300,-0.25176702,-0.04865270,-0.35152447,0.15818988
10.6400,-0.25527103,-0.04705978,-0.34927253,0.16039152
10.6500,-0.25875236,-0.04544492,-0.34698957,0.16257890
10.6600,-0.26221072,-0.04380825,-0.34467579,0.16475185
10.6700,-0.26564578,-0.04214993,-0.34233139,0.16691016
10.6800,-0.26905724,-0.04047010,-0.33995659,0.16905365
10.6900,-0.27244481,-0.03876890,-0.33755159,0.17118212
10.7000,-0.27580817,-0.03704650,-0.33511660,0.17329539
10.7100,-0.27914704,-0.03530305,-0.33265185,0.17539326
10.7200,-0.28246111,-0.03353869,-0.33015755,0.17747555
10.7300,-0.28575009,-0.03175359,-0.32763392,0.17954208
10.7400,-0.28901369,-0.02994790,-0.32508119,0.18159266
10.7500,-0.29225162,-0.02812179,-0.32249958,0.18362711
10.7600,-0.29546359,-0.02627541,-0.31988933,0.18564525
10.7700,-0.29864931,-0.02440894,-0.31725066,0.18764690
10.7800,-0.30180851,-0.02252253,-0.31458382,0.18963188
10.7900,-0.30494090,-0.02061636,-0.31188903,0.19160002
10.8000,-0.30804620,-0.01869059,-0.30916654,0.19355113
10.8100,-0.31112414,-0.01674539,-0.30641658,0.19548506
10.8200,-0.31417444,-0.01478094,-0.30363941,0.19740162
10.8300,-0.31719683,-0.01279742,-0.30083526,0.19930065
10.8400,-0.32019105,-0.01079499,-0.29800440,0.20118197
10.8500,-0.32315683,-0.00877384,-0.29514706,0.20304543
10.8600,-0.32609391,-0.00673414,-0.29226351,0.20489085
10.8700,-0.32900202,-0.00467608,-0.28935400,0.20671806
10.8800,-0.33188090,-0.00259984,-0.28641878,0.20852692
10.8900,-0.33473031,-0.00050561,-0.28345812,0.21031726
10.9000,-0.33754998,0.00160644,-0.28047229,0.21208891
10.9100,-0.34033967,0.00373611,-0.27746154,0.21384172
10.9200,-0.34309913,0.00588321,-0.27442614,0.21557554
10.9300,-0.34582811,0.00804756,-0.27136637,0.21729021
10.9400,-0.34852638,0.01022895,-0.26828250,0.21898558
10.9500,-0.35119368,0.01242720,-0.26517479,0.22066150
10.9600,-0.35382979,0.01464212,-0.26204353,0.22231782
10.9700,-0.35643448,0.01687349,-0.25888900,0.22395439
10.9800,-0.35900750,0.01912114,-0.25571147,0.22557106
10.9900,-0.36154863,0.02138485,-0.25251122,0.22716770
11.0000,-0.36405765,0.02366442,-0.24928855,0.22874417
11.0100,-0.36653433,0.02595966,-0.24604373,0.23030031
11.0200,-0.36897845,0.02827036,-0.24277706,0.23183600
11.0300,-0.37138980,0.03059631,-0.23948882,0.23335109
11.0400,-0.37376815,0.03293732,-0.23617931,0.23484546
11.0500,-0.37611331,0.03529315,-0.23284882,0.23631896
11.0600,-0.37842506,0.03766362,-0.22949764,0.23777148
11.0700,-0.38070320,0.04004851,-0.22612609,0.23920287
11.0800,-0.38294752,0.04244761,-0.22273444,0.24061302
11.0900,-0.38515782,0.04486070,-0.21932301,0.24200180
11.1000,-0.38733391,0.04728758,-0.21589210,0.24336907
11.1100,-0.38947560,0.04972801,-0.21244202,0.24471474
11.1200,-0.39158269,0.05218180,-0.20897306,0.24603866
11.1300,-0.39365500,0.05464871,-0.20548554,0.24734073
11.1400,-0.39569234,0.05712854,-0.20197977,0.24862083
11.1500,-0.39769453,0.05962106,-0.19845606,0.24987884
11.1600,-0.39966140,0.06212604,-0.19491472,0.25111466
11.1700,-0.40159277,0.06464327,-0.19135606,0.25232818
11.1800,-0.40348847,0.06717253,-0.18778041,0.25351928
11.1900,-0.40534832,0.06971359,-0.18418808,0.25468786
11.2000,-0.40717217,0.07226621,-0.18057939,0.25583382
11.2100,-0.40895986,0.07483019,-0.17695466,0.25695706
11.2200,-0.41071121,0.07740528,-0.17331421,0.25805747
11.2300,-0.41242609,0.07999126,-0.16965836,0.25913495
11.2400,-0.41410433,0.08258790,-0.16598745,0.26018943
11.2500,-0.41574579,0.08519497,-0.16230179,0.26122078
11.2600,-0.41735032,0.08781224,-0.15860171,0.26222894
11.2700,-0.41891778,0.09043947,-0.15488755,0.26321380
11.2800,-0.42044802,0.09307644,-0.15115963,0.26417528
11.2900,-0.42194092,0.09572290,-0.14741828,0.26511330
11.3000,-0.42339635,0.09837862,-0.14366384,0.26602777
11.3100,-0.42481416,0.10104338,-0.13989663,0.26691861
11.3200,-0.42619424,0.10371692,-0.13611700,0.26778574
11.3300,-0.42753646,0.10639901,-0.13232528,0.26862908
11.3400,-0.42884070,0.10908942,-0.12852181,0.26944856
11.3500,-0.43010686,0.11178790,-0.12470691,0.27024411
11.3600,-0.43133481,0.11449422,-0.12088095,0.27101565
11.3700,-0.43252444,0.11720814,-0.11704424,0.27176312
11.3800,-0.43367566,0.11992940,-0.11319714,0.27248645
11.3900,-0.43478835,0.12265778,-0.10933998,0.27318558
11.4000,-0.43586242,0.12539303,-0.10547311,0.27386044
11.4100,-0.43689778,0.12813491,-0.10159688,0.27451097
11.4200,-0.43789433,0.13088317,-0.09771161,0.27513712
11.4300,-0.43885198,0.13363757,-0.09381767,0.27573883
11.4400,-0.43977066,0.13639787,-0.08991540,0.27631605
11.4500,-0.44065026,0.13916381,-0.08600514,0.27686873
11.4600,-0.44149073,0.14193516,-0.08208723,0.27739681
11.4700,-0.44229199,0.14471167,-0.07816204,0.27790025
11.4800,-0.44305395,0.14749308,-0.07422991,0.27837901
11.4900,-0.44377656,0.15027916,-0.07029118,0.27883304
11.5000,-0.44445975,0.15306966,-0.06634620,0.27926230
11.5100,-0.44510347,0.15586433,-0.06239534,0.27966676
11.5200,-0.44570764,0.15866291,-0.05843893,0.28004637
11.5300,-0.44627223,0.16146517,-0.05447733,0.28040111
11.5400,-0.44679717,0.16427085,-0.05051089,0.28073094
11.5500,-0.44728243,0.16707971,-0.04653997,0.28103584
11.5600,-0.44772796,0.16989149,-0.04256491,0.28131577
11.5700,-0.44813372,0.17270594,-0.03858607,0.28157072
11.5800,-0.44849967,0.17552282,-0.03460380,0.28180065
11.5900,-0.44882578,0.17834187,-0.03061846,0.28200556
11.6000,-0.44911203,0.18116284,-0.02663040,0.28218541
11.6100,-0.44935838,0.18398549,-0.02263998,0.28234020
11.6200,-0.44956482,0.18680956,-0.01864754,0.28246991
11.6300,-0.44973133,0.18963481,-0.01465345,0.28257453
11.6400,-0.44985789,0.19246097,-0.01065805,0.28265405
11.6500,-0.44994448,0.19528780,-0.00666171,0.28270846
11.6600,-0.44999112,0.19811506,-0.00266478,0.28273776
11.6700,-0.44999778,0.20094248,0.00133239,0.28274194
11.6800,-0.44996447,0.20376981,0.00532945,0.28272101
11.6900,-0.44989119,0.20659681,0.00932602,0.28267497
11.7000,-0.44977795,0.20942323,0.01332177,0.28260382
11.7100,-0.44962476,0.21224881,0.01731634,0.28250757
11.7200,-0.44943163,0.21507330,0.02130937,0.28238622
11.7300,-0.44919858,0.21789645,0.02530051,0.28223979
11.7400,-0.44892563,0.22071801,0.02928939,0.28206829
11.7500,-0.44861280,0.22353773,0.03327568,0.28187174
11.7600,-0.44826012,0.22635536,0.03725901,0.28165014
11.7700,-0.44786763,0.22917065,0.04123903,0.28140353
11.7800,-0.44743536,0.23198335,0.04521539,0.28113193
11.7900,-0.44696334,0.23479320,0.04918773,0.28083535
11.8000,-0.44645162,0.23759997,0.05315571,0.28051382
11.8100,-0.44590024,0.24040340,0.05711896,0.28016738
11.8200,-0.44530925,0.24320323,0.06107713,0.27979606
11.8300,-0.44467871,0.24599924,0.06502989,0.27939988
11.8400,-0.44400867,0.24879115,0.06897686,0.27897888
11.8500,-0.44329920,0.25157873,0.07291771,0.27853310
11.8600,-0.44255034,0.25436173,0.07685208,0.27806258
11.8700,-0.44176218,0.25713990,0.08077963,0.27756736
11.8800,-0.44093477,0.25991299,0.08470000,0.27704749
11.8900,-0.44006820,0.26268077,0.08861285,0.27650301
11.9000,-0.43916254,0.26544297,0.09251782,0.27593396
11.9100,-0.43821787,0.26819936,0.09641458,0.27534041
11.9200,-0.43723428,0.27094970,0.10030277,0.27472240
11.9300,-0.43621185,0.27369373,0.10418206,0.27407999
11.9400,-0.43515067,0.27643122,0.10805209,0.27341323
11.9500,-0.43405084,0.27916191,0.11191252,0.27272218
11.9600,-0.43291245,0.28188558,0.11576301,0.27200692
11.9700,-0.43173561,0.28460197,0.11960322,0.27126749
11.9800,-0.43052042,0.28731085,0.12343281,0.27050396
11.9900,-0.42926699,0.29001197,0.12725143,0.26971641
12.0000,-0.42797543,0.29270510,0.13105875,0.26890489
12.0100,-0.42664586,0.29538999,0.13485442,0.26806950
12.0200,-0.42527838,0.29806641,0.13863812,0.26721029
12.0300,-0.42387314,0.30073412,0.14240950,0.26632735
12.0400,-0.42243024,0.30339288,0.14616824,0.26542075
12.0500,-0.42094981,0.30604245,0.14991399,0.26449057
12.0600,-0.41943200,0.30868261,0.15364642,0.26353690
12.0700,-0.41787693,0.31131311,0.15736521,0.26255982
12.0800,-0.41628474,0.31393373,0.16107001,0.26155942
12.0900,-0.41465558,0.31654422,0.16476052,0.26053578
12.1000,-0.41298958,0.31914437,0.16843638,0.25948901
12.1100,-0.41128690,0.32173393,0.17209729,0.25841918
12.1200,-0.40954769,0.32431267,0.17574290,0.25732640
12.1300,-0.40777209,0.32688038,0.17937291,0.25621076
12.1400,-0.40596028,0.32943681,0.18298698,0.25507237
12.1500,-0.40411241,0.33198175,0.18658480,0.25391132
12.1600,-0.40222864,0.33451496,0.19016605,0.25272771
12.1700,-0.40030914,0.33703623,0.19373041,0.25152165
12.1800,-0.39835409,0.33954532,0.19727755,0.25029326
12.1900,-0.39636365,0.34204202,0.20080718,0.24904263
12.2000,-0.39433801,0.34452610,0.20431896,0.24776988
12.2100,-0.39227733,0.34699735,0.20781260,0.24647512
12.2200,-0.39018182,0.34945553,0.21128778,0.24515847
12.2300,-0.38805164,0.35190044,0.21474419,0.24382004
12.2400,-0.38588700,0.35433186,0.21818153,0.24245995
12.2500,-0.38368807,0.35674957,0.22159948,0.24107833
12.2600,-0.38145507,0.35915336,0.22499776,0.23967529
12.2700,-0.37918819,0.36154300,0.22837604,0.23825096
12.2800,-0.37688762,0.36391830,0.23173404,0.23680547
12.2900,-0.37455357,0.36627904,0.23507146,0.23533895
12.3000,-0.37218626,0.36862501,0.23838800,0.23385152
12.3100,-0.36978588,0.37095600,0.24168336,0.23234332
12.3200,-0.36735266,0.37327181,0.24495725,0.23081449
12.3300,-0.36488681,0.37557223,0.24820939,0.22926515
12.3400,-0.36238855,0.37785705,0.25143948,0.22769544
12.3500,-0.35985810,0.38012607,0.25464723,0.22610551
12.3600,-0.35729568,0.38237909,0.25783236,0.22449550
12.3700,-0.35470153,0.38461591,0.26099460,0.22286554
12.3800,-0.35207586,0.38683633,0.26413364,0.22121579
12.3900,-0.34941893,0.38904016,0.26724923,0.21954639
12.4000,-0.34673096,0.39122720,0.27034108,0.21785749
12.4100,-0.34401219,0.39339725,0.27340892,0.21614923
12.4200,-0.34126286,0.39555012,0.27645247,0.21442178
12.4300,-0.33848322,0.39768562,0.27947146,0.21267528
12.4400,-0.33567352,0.39980356,0.28246563,0.21090989
12.4500,-0.33283399,0.40190375,0.28543471,0.20912577
12.4600,-0.32996491,0.40398601,0.28837843,0.20732306
12.4700,-0.32706651,0.40605015,0.29129654,0.20550195
12.4800,-0.32413906,0.40809599,0.29418878,0.20366258
12.4900,-0.32118282,0.41012335,0.29705488,0.20180512
12.5000,-0.31819805,0.41213203,0.29989460,0.19992973
12.5100,-0.31518502,0.41412188,0.30270768,0.19803659
12.5200,-0.31214399,0.41609271,0.30549387,0.19612585
12.5300,-0.30907523,0.41804434,0.30825292,0.19419769
12.5400,-0.30597902,0.41997660,0.31098460,0.19225229
12.5500,-0.30285563,0.42188933,0.31368865,0.19028981
12.5600,-0.29970534,0.42378234,0.31636484,0.18831042
12.5700,-0.29652843,0.42565548,0.31901292,0.18631431
12.5800,-0.29332518,0.42750857,0.32163267,0.18430164
12.5900,-0.29009587,0.42934146,0.32422385,0.18227261
12.6000,-0.28684080,0.43115397,0.32678623,0.18022739
12.6100,-0.28356024,0.43294595,0.32931958,0.17816615
12.6200,-0.28025450,0.43471724,0.33182369,0.17608910
12.6300,-0.27692387,0.43646768,0.33429831,0.17399640
12.6400,-0.27356863,0.43819712,0.33674324,0.17188824
12.6500,-0.27018910,0.43990540,0.33915827,0.16976482
12.6600,-0.26678557,0.44159237,0.34154316,0.16762632
12.6700,-0.26335834,0.44325787,0.34389772,0.16547292
12.6800,-0.25990772,0.44490178,0.34622173,0.16330483
12.6900,-0.25643401,0.44652392,0.34851498,0.16112224
12.7000,-0.25293752,0.44812417,0.35077728,0.15892533
12.7100,-0.24941857,0.44970238,0.35300843,0.15671431
12.7200,-0.24587746,0.45125841,0.35520821,0.15448936
12.7300,-0.24231451,0.45279212,0.35737645,0.15225069
12.7400,-0.23873003,0.45430338,0.35951293,0.14999850
12.7500,-0.23512435,0.45579205,0.36161749,0.14773299
12.7600,-0.23149779,0.45725800,0.36368992,0.14545435
12.7700,-0.22785066,0.45870109,0.36573005,0.14316279
12.7800,-0.22418330,0.46012121,0.36773770,0.14085852
12.7900,-0.22049602,0.46151822,0.36971268,0.13854173
12.8000,-0.21678915,0.46289200,0.37165481,0.13621264
12.8100,-0.21306303,0.46424243,0.37356394,0.13387145
12.8200,-0.20931799,0.46556939,0.37543988,0.13151837
12.8300,-0.20555435,0.46687276,0.37728248,0.12915360
12.8400,-0.20177245,0.46815243,0.37909156,0.12677737
12.8500,-0.19797263,0.46940827,0.38086697,0.12438987
12.8600,-0.19415522,0.47064019,0.38260855,0.12199132
12.8700,-0.19032057,0.47184806,0.38431615,0.11958194
12.8800,-0.18646901,0.47303179,0.38598960,0.11716194
12.8900,-0.18260089,0.47419127,0.38762877,0.11473152
12.9000,-0.17871655,0.47532639,0.38923351,0.11229092
12.9100,-0.17481634,0.47643705,0.39080368,0.10984034
12.9200,-0.17090059,0.47752316,0.39233913,0.10738001
12.9300,-0.16696967,0.47858462,0.39383973,0.10491014
12.9400,-0.16302392,0.47962133,0.39530535,0.10243095
12.9500,-0.15906368,0.48063321,0.39673585,0.09994266
12.9600,-0.15508932,0.48162016,0.39813112,0.09744549
12.9700,-0.15110118,0.48258209,0.39949102,0.09493967
12.9800,-0.14709961,0.48351892,0.40081543,0.09242541
12.9900,-0.14308499,0.48443057,0.40210425,0.08990295
13.0000,-0.13905765,0.48531695,0.40335734,0.08737250
13.0100,-0.13501796,0.48617800,0.40457461,0.08483428
13.0200,-0.13096628,0.48701362,0.40575594,0.08228854
13.0300,-0.12690296,0.48782374,0.40690123,0.07973548
13.0400,-0.12282837,0.48860830,0.40801037,0.07717534
13.0500,-0.11874287,0.48936723,0.40908328,0.07460835
13.0600,-0.11464683,0.49010045,0.41011984,0.07203473
13.0700,-0.11054060,0.49080790,0.41111998,0.06945471
13.0800,-0.10642455,0.49148952,0.41208360,0.06686852
13.0900,-0.10229905,0.49214525,0.41301062,0.06427639
13.1000,-0.09816446,0.49277503,0.41390095,0.06167855
13.1100,-0.09402115,0.49337880,0.41475451,0.05907523
13.1200,-0.08986949,0.49395652,0.41557123,0.05646667
13.1300,-0.08570985,0.49450812,0.41635104,0.05385309
13.1400,-0.08154259,0.49503356,0.41709387,0.05123472
13.1500,-0.07736810,0.49553280,0.41779965,0.04861181
13.1600,-0.07318672,0.49600578,0.41846832,0.04598458
13.1700,-0.06899885,0.49645248,0.41909981,0.04335326
13.1800,-0.06480485,0.49687284,0.41969408,0.04071809
13.1900,-0.06060510,0.49726683,0.42025107,0.03807930
13.2000,-0.05639996,0.49763441,0.42077073,0.03543714
13.2100,-0.05218981,0.49797556,0.42125302,0.03279182
13.2200,-0.04797502,0.49829024,0.42169789,0.03014359
13.2300,-0.04375597,0.49857842,0.42210530,0.02749269
13.2400,-0.03953304,0.49884008,0.42247521,0.02483934
13.2500,-0.03530659,0.49907520,0.42280760,0.02218379
13.2600,-0.03107701,0.49928375,0.42310244,0.01952626
13.2700,-0.02684467,0.49946572,0.42335969,0.01686700
13.2800,-0.02260994,0.49962109,0.42357933,0.01420625
13.2900,-0.01837321,0.49974984,0.42376135,0.01154423
13.3000,-0.01413484,0.49985197,0.42390573,0.00888118
13.3100,-0.00989522,0.49992746,0.42401246,0.00621735
13.3200,-0.00565472,0.49997631,0.42408152,0.00355296
13.3300,-0.00141371,0.49999852,0.42411292,0.00088826
13.3400,0.00282741,0.49999408,0.42410664,-0.00177652
13.3500,0.00706829,0.49996299,0.42406269,-0.00444114
13.3600,0.01130854,0.49990526,0.42398107,-0.00710537
13.3700,0.01554779,0.49982088,0.42386179,-0.00976896
13.3800,0.01978565,0.49970988,0.42370486,-0.01243169
13.3900,0.02402176,0.49957225,0.42351030,-0.01509332
13.4000,0.02825573,0.49940802,0.42327811,-0.01775360
13.4100,0.03248720,0.49921719,0.42300833,-0.02041231
13.4200,0.03671578,0.49899978,0.42270098,-0.02306920
13.4300,0.04094109,0.49875581,0.42235608,-0.02572405
13.4400,0.04516277,0.49848531,0.42197366,-0.02837661
13.4500,0.04938044,0.49818829,0.42155376,-0.03102665
13.4600,0.05359372,0.49786478,0.42109641,-0.03367393
13.4700,0.05780224,0.49751482,0.42060167,-0.03631822
13.4800,0.06200563,0.49713843,0.42006956,-0.03895929
13.4900,0.06620351,0.49673564,0.41950013,-0.04159689
13.5000,0.07039551,0.49630650,0.41889345,-0.04423080
13.5100,0.07458126,0.49585104,0.41824956,-0.04686078
13.5200,0.07876038,0.49536930,0.41756851,-0.04948660
13.5300,0.08293250,0.49486132,0.41685038,-0.05210803
13.5400,0.08709726,0.49432716,0.41609521,-0.05472482
13.5500,0.09125428,0.49376684,0.41530309,-0.05733676
13.5600,0.09540320,0.49318044,0.41447408,-0.05994360
13.5700,0.09954364,0.49256799,0.41360825,-0.06254511
13.5800,0.10367524,0.49192955,0.41270568,-0.06514108
13.5900,0.10779763,0.49126519,0.41176646,-0.06773125
13.6000,0.11191045,0.49057495,0.41079066,-0.07031541
